Name,Age,Purpose,Depature,Destination,PeriodOfStay
채동훈,72,tourism,gimpo,tokyo,33
복예담,62,business,gimpo,saporo,29
양하랑,46,other,gimpo,osaka,30
지태린,61,other,jeju,fukuoka,46
전단아,75,other,jeju,saporo,37
기서아,64,other,busan,tokyo,22
봉지현,53,tourism,busan,saporo,4
범윤후,35,tourism,gimpo,tokyo,15
어정민,24,tourism,busan,osaka,69
방지민,56,other,gimpo,saporo,13
제서율,9,tourism,incheon,fukuoka,19
주지온,30,tourism,incheon,saporo,2
하민채,5,tourism,jeju,saporo,84
편성윤,39,other,gimpo,osaka,63
황진혁,70,other,jeju,tokyo,40
온로운,43,tourism,incheon,fukuoka,72
은예린,58,tourism,jeju,tokyo,28
황영준,33,other,busan,osaka,79
함민결,72,business,jeju,saporo,6
류태호,46,tourism,gimpo,saporo,89
제혜인,57,tourism,jeju,fukuoka,29
홍현아,4,tourism,incheon,tokyo,11
임시훈,68,business,jeju,saporo,75
방세현,79,other,jeju,tokyo,87
함보미,10,tourism,gimpo,tokyo,65
소지훈,39,business,gimpo,fukuoka,42
탁소담,2,tourism,incheon,tokyo,53
방준희,66,tourism,incheon,saporo,76
조다경,3,tourism,incheon,tokyo,57
염예담,47,business,jeju,tokyo,45
음하온,61,business,busan,saporo,37
태지한,15,other,busan,fukuoka,21
육건,8,tourism,busan,saporo,78
백효린,31,other,incheon,saporo,40
임은혁,59,tourism,incheon,osaka,41
하서진,25,tourism,jeju,osaka,20
원로운,63,tourism,jeju,osaka,83
도지호,52,business,busan,fukuoka,7
옥정민,14,business,busan,tokyo,5
손준석,60,business,incheon,fukuoka,81
황윤건,6,other,jeju,fukuoka,53
반설아,37,other,gimpo,fukuoka,50
용민결,37,tourism,gimpo,saporo,77
반신우,0,other,incheon,fukuoka,26
목재혁,36,other,busan,saporo,73
음윤재,18,business,jeju,tokyo,63
기이안,5,tourism,gimpo,osaka,29
유세린,25,other,jeju,tokyo,64
강한결,61,other,busan,fukuoka,64
목윤재,31,tourism,gimpo,saporo,5
추성훈,64,tourism,jeju,saporo,32
부지민,55,other,busan,fukuoka,2
목성민,59,other,jeju,saporo,53
손준,63,tourism,gimpo,saporo,64
주하랑,39,other,jeju,saporo,41
하영민,17,other,busan,saporo,40
소주현,45,tourism,jeju,osaka,25
갈혜진,18,business,gimpo,fukuoka,52
범민재,80,tourism,busan,fukuoka,37
가아연,49,tourism,gimpo,tokyo,12
옥윤채,23,tourism,busan,osaka,9
시혜인,1,business,busan,fukuoka,31
방이안,21,business,incheon,osaka,71
안유경,78,business,incheon,fukuoka,81
호호준,42,tourism,jeju,saporo,13
범서현,66,business,incheon,saporo,7
기은비,30,tourism,incheon,tokyo,66
지정윤,52,other,gimpo,tokyo,83
예지율,57,tourism,gimpo,fukuoka,17
명나경,63,other,incheon,osaka,49
백나경,60,business,busan,fukuoka,32
당지우,27,business,jeju,saporo,29
변도현,22,other,incheon,saporo,21
변제인,19,other,jeju,saporo,31
임현지,15,tourism,jeju,fukuoka,21
신수민,52,other,gimpo,tokyo,69
도유은,17,other,incheon,osaka,32
문도연,43,other,busan,fukuoka,34
유현석,40,tourism,busan,osaka,10
탁해준,50,tourism,incheon,osaka,37
예채율,21,business,incheon,tokyo,22
황예진,45,business,incheon,saporo,3
배유민,21,business,incheon,fukuoka,42
마건후,9,business,incheon,fukuoka,24
두채은,3,other,jeju,tokyo,2
배원우,0,other,incheon,osaka,66
허효주,71,tourism,jeju,saporo,69
설건우,2,other,incheon,osaka,25
길태윤,24,tourism,jeju,fukuoka,72
차지오,42,business,busan,fukuoka,25
천민재,4,other,jeju,osaka,23
정찬영,31,other,busan,osaka,62
탁강민,17,business,jeju,saporo,50
설시안,27,other,gimpo,fukuoka,69
윤재원,47,business,busan,saporo,74
서예솔,63,tourism,busan,saporo,58
성가연,13,other,incheon,fukuoka,5
제승원,72,other,gimpo,osaka,73
형우현,45,business,gimpo,osaka,56
강수아,53,business,incheon,saporo,53
염소정,52,tourism,busan,saporo,67
송가연,1,business,incheon,fukuoka,59
형제이,53,tourism,jeju,fukuoka,80
부진혁,46,other,incheon,tokyo,88
양유경,64,other,jeju,fukuoka,22
승아연,76,other,gimpo,fukuoka,40
소주현,63,other,jeju,saporo,70
천아연,64,business,busan,fukuoka,35
상태현,9,tourism,incheon,saporo,82
음진서,65,other,jeju,saporo,36
천재준,25,other,gimpo,tokyo,9
기시현,19,business,jeju,tokyo,74
승수진,6,business,busan,tokyo,14
백은수,7,tourism,busan,fukuoka,76
엄민하,18,tourism,busan,saporo,8
김서원,60,business,incheon,osaka,79
설은재,20,tourism,busan,saporo,22
황태양,34,other,busan,osaka,60
류현민,55,other,busan,fukuoka,51
강시원,50,other,busan,tokyo,64
시도희,11,business,gimpo,fukuoka,34
사하성,71,other,gimpo,osaka,19
도시우,48,business,incheon,osaka,90
장윤아,47,business,incheon,fukuoka,54
남찬우,64,tourism,jeju,saporo,64
부유나,45,other,gimpo,osaka,41
상정원,71,business,busan,osaka,19
신지완,50,business,jeju,saporo,75
허채민,40,other,busan,osaka,69
좌주원,16,tourism,jeju,saporo,39
온은율,40,tourism,jeju,fukuoka,65
연이나,75,other,busan,tokyo,58
송윤,66,tourism,gimpo,osaka,48
엄민채,55,business,jeju,tokyo,46
하태환,64,tourism,busan,saporo,5
모유주,62,tourism,incheon,osaka,49
주소이,66,tourism,busan,fukuoka,19
장동규,12,tourism,busan,osaka,28
명태환,44,other,gimpo,saporo,7
범정현,10,business,jeju,tokyo,82
노솔,40,other,incheon,osaka,19
민유안,41,business,jeju,saporo,6
국민우,49,business,jeju,saporo,36
문유진,38,other,gimpo,fukuoka,10
가채윤,59,business,gimpo,osaka,90
길성우,24,business,gimpo,osaka,24
한나윤,62,business,incheon,osaka,20
부유안,57,tourism,gimpo,osaka,78
지태준,60,other,gimpo,saporo,33
좌가영,71,other,gimpo,fukuoka,82
차동하,0,other,gimpo,fukuoka,52
소가빈,46,other,busan,osaka,24
소민아,3,other,incheon,osaka,21
가지유,69,business,gimpo,saporo,25
좌재이,2,other,gimpo,fukuoka,58
육보민,45,other,jeju,tokyo,31
동민호,65,business,busan,fukuoka,87
맹소담,55,tourism,jeju,saporo,82
음태오,22,business,incheon,osaka,12
제하윤,49,tourism,jeju,fukuoka,42
지예진,59,other,busan,osaka,78
편다온,16,business,jeju,saporo,23
방은빈,15,business,jeju,tokyo,30
문승원,57,other,gimpo,tokyo,35
추하랑,56,tourism,incheon,saporo,15
명산,37,business,busan,tokyo,27
방현수,38,other,incheon,osaka,17
시재율,57,business,incheon,tokyo,69
선정민,64,other,busan,tokyo,13
원지환,2,other,busan,osaka,69
봉여진,47,tourism,gimpo,saporo,81
임효린,70,business,incheon,tokyo,58
남나린,78,other,busan,osaka,15
전하진,1,other,gimpo,osaka,81
탁유빈,46,business,jeju,saporo,87
석가윤,28,tourism,gimpo,saporo,43
표이안,15,other,jeju,fukuoka,22
문태윤,27,business,busan,fukuoka,10
권동욱,63,other,incheon,saporo,15
문다영,61,business,incheon,fukuoka,3
견시원,49,tourism,busan,tokyo,27
변지율,38,business,incheon,tokyo,86
빈승훈,76,business,incheon,fukuoka,59
소우찬,68,business,busan,fukuoka,9
추원준,29,tourism,incheon,saporo,1
감주원,71,business,busan,osaka,56
원강현,48,tourism,gimpo,saporo,79
가규민,43,other,jeju,fukuoka,57
채은우,65,other,jeju,tokyo,21
선진호,56,business,busan,saporo,23
은태환,46,business,incheon,osaka,51
선시환,63,tourism,gimpo,osaka,57
간소미,74,other,busan,osaka,59
엄재혁,16,other,busan,osaka,74
채은채,41,tourism,gimpo,saporo,62
팽성준,54,other,busan,saporo,12
신하온,70,tourism,incheon,fukuoka,50
현예은,71,tourism,gimpo,osaka,51
곽은찬,24,tourism,busan,saporo,1
최가인,77,tourism,gimpo,fukuoka,18
윤동규,58,business,jeju,fukuoka,11
시서율,69,tourism,jeju,osaka,14
빈연주,62,business,busan,tokyo,78
용은우,23,business,gimpo,tokyo,8
주태훈,58,tourism,busan,saporo,76
송재우,48,tourism,gimpo,osaka,29
진온유,9,business,incheon,osaka,72
강윤,10,other,busan,saporo,38
왕아현,29,business,jeju,osaka,11
가정민,57,tourism,jeju,osaka,55
봉도율,47,other,jeju,tokyo,22
빈해인,27,business,jeju,saporo,60
채우현,60,other,busan,tokyo,57
가아린,27,business,incheon,saporo,31
단아윤,32,other,incheon,fukuoka,72
탁윤호,59,other,jeju,osaka,51
팽윤서,60,tourism,gimpo,osaka,20
노찬,61,tourism,busan,fukuoka,35
지유성,26,business,busan,saporo,36
장순기,53,business,jeju,saporo,90
감승현,35,other,gimpo,fukuoka,54
공수현,59,business,busan,osaka,5
국준희,57,business,gimpo,fukuoka,79
인서현,34,other,busan,tokyo,37
감제이,25,business,gimpo,tokyo,36
강이한,39,business,incheon,saporo,65
은정현,61,business,busan,fukuoka,14
진동욱,64,business,busan,fukuoka,33
윤주한,58,other,jeju,tokyo,75
염선우,13,business,gimpo,fukuoka,87
표예주,5,other,gimpo,osaka,22
차채원,1,other,gimpo,tokyo,7
염민우,63,business,gimpo,osaka,40
안찬,80,other,busan,tokyo,45
가우준,20,other,jeju,tokyo,61
용정민,41,other,jeju,saporo,67
송정우,80,business,gimpo,fukuoka,69
도도연,29,business,busan,fukuoka,16
문다경,2,tourism,jeju,fukuoka,81
라승후,7,other,jeju,saporo,21
정도은,67,business,incheon,tokyo,30
온시율,70,tourism,jeju,osaka,25
어태건,20,other,incheon,tokyo,62
지성민,20,tourism,gimpo,saporo,28
은연우,8,business,gimpo,tokyo,63
선지환,57,business,busan,saporo,5
차지안,29,business,incheon,osaka,71
모주아,57,business,incheon,osaka,1
최승호,40,tourism,incheon,osaka,51
명유안,45,other,incheon,osaka,17
민연재,23,business,incheon,fukuoka,39
민우찬,0,tourism,gimpo,tokyo,59
승도영,25,other,gimpo,osaka,18
도강현,4,tourism,gimpo,fukuoka,39
맹세아,2,tourism,jeju,tokyo,38
배진호,5,other,jeju,saporo,13
피태연,3,tourism,jeju,fukuoka,58
엄지안,57,other,gimpo,osaka,51
시정은,66,business,gimpo,fukuoka,48
우다빈,40,tourism,jeju,saporo,81
연유경,33,business,gimpo,saporo,63
염태성,35,business,busan,osaka,50
양연아,27,business,busan,fukuoka,87
서윤아,54,business,incheon,saporo,34
도서은,19,business,jeju,tokyo,56
우아린,58,tourism,gimpo,tokyo,32
감서준,39,business,gimpo,saporo,68
현승현,70,other,incheon,tokyo,35
신아영,61,other,busan,tokyo,49
안새봄,32,business,jeju,osaka,83
반주호,19,business,jeju,tokyo,5
설솔,11,business,incheon,fukuoka,46
신도경,66,other,gimpo,fukuoka,31
유아인,76,tourism,jeju,tokyo,71
추유건,63,business,jeju,tokyo,13
권시현,75,tourism,busan,tokyo,40
류연준,57,tourism,gimpo,saporo,19
박태리,5,tourism,incheon,tokyo,57
홍소미,70,other,incheon,fukuoka,76
동한울,65,other,gimpo,saporo,82
장이서,50,business,jeju,fukuoka,1
상해준,11,business,jeju,fukuoka,72
진건후,54,business,busan,tokyo,44
맹혜정,42,other,incheon,fukuoka,80
류하늘,58,tourism,jeju,fukuoka,46
위로운,69,other,incheon,saporo,7
차민호,66,business,incheon,fukuoka,38
황도연,65,business,busan,tokyo,9
강도훈,68,tourism,gimpo,osaka,34
반이안,30,tourism,jeju,tokyo,56
사하영,50,tourism,jeju,tokyo,83
어재우,43,other,incheon,fukuoka,63
사이현,61,other,jeju,saporo,16
호민호,50,business,incheon,tokyo,84
범인우,79,tourism,incheon,fukuoka,33
석승우,80,other,busan,osaka,81
사건후,19,other,jeju,fukuoka,6
은하린,17,tourism,gimpo,saporo,15
인이안,80,business,incheon,tokyo,62
옥윤진,2,tourism,gimpo,saporo,10
맹민성,60,tourism,busan,saporo,88
최하람,70,tourism,gimpo,osaka,38
은은서,66,business,busan,osaka,9
남유민,31,business,jeju,saporo,5
금로운,45,business,gimpo,osaka,83
음지현,15,other,busan,tokyo,32
경현석,3,other,gimpo,saporo,13
민시준,21,other,gimpo,saporo,30
노서우,26,business,busan,osaka,55
주아인,56,business,jeju,tokyo,34
문지온,42,other,gimpo,osaka,46
허요한,21,other,jeju,fukuoka,60
형동건,9,business,incheon,tokyo,74
채다솜,76,other,busan,tokyo,59
홍이솔,23,business,busan,tokyo,17
경윤서,46,business,gimpo,tokyo,34
옥나윤,5,tourism,busan,saporo,60
편다온,18,tourism,gimpo,osaka,64
당성우,50,tourism,jeju,fukuoka,60
차율,20,other,gimpo,osaka,45
온재희,52,other,incheon,saporo,54
이주원,45,other,busan,osaka,9
주혜린,0,tourism,jeju,saporo,76
동민정,5,business,busan,fukuoka,38
범준후,73,other,incheon,saporo,86
추유진,16,other,busan,osaka,51
은설아,55,tourism,jeju,osaka,32
갈도윤,54,business,incheon,fukuoka,15
공수지,69,tourism,gimpo,fukuoka,20
당리나,2,tourism,incheon,fukuoka,51
윤규민,79,tourism,incheon,fukuoka,14
위요한,57,tourism,jeju,tokyo,85
현도훈,65,tourism,incheon,saporo,9
제현호,64,other,incheon,saporo,28
노윤서,80,other,jeju,fukuoka,39
정지수,35,other,incheon,osaka,16
정건우,28,other,incheon,saporo,15
감건호,7,tourism,busan,saporo,50
고예림,30,business,jeju,saporo,8
하지환,47,other,jeju,osaka,75
간승찬,14,other,gimpo,fukuoka,87
송서율,64,other,incheon,fukuoka,33
빈승준,50,tourism,busan,fukuoka,70
정준우,32,business,busan,osaka,15
감가윤,46,business,busan,saporo,31
맹연우,55,business,gimpo,tokyo,71
좌재영,44,business,gimpo,tokyo,47
윤윤후,27,tourism,incheon,osaka,44
맹소희,46,business,jeju,fukuoka,50
우우현,1,tourism,gimpo,saporo,77
상소민,7,business,jeju,osaka,83
심단비,46,business,busan,tokyo,4
형아라,69,tourism,jeju,tokyo,85
봉채이,56,other,busan,tokyo,89
손우진,56,tourism,incheon,tokyo,76
노경민,68,business,incheon,saporo,12
어효원,23,business,gimpo,saporo,5
신리안,21,tourism,incheon,tokyo,43
손수민,57,other,incheon,fukuoka,30
김도연,26,tourism,gimpo,fukuoka,48
당동훈,38,business,busan,tokyo,16
인수민,22,other,jeju,tokyo,58
허시연,34,business,jeju,tokyo,8
범이안,68,business,gimpo,saporo,82
봉규현,49,other,gimpo,osaka,16
우재혁,13,other,busan,osaka,50
왕상윤,26,business,jeju,tokyo,51
나지윤,20,other,jeju,tokyo,3
차혜원,5,tourism,incheon,osaka,76
범유진,27,business,incheon,saporo,8
조수혁,73,other,jeju,fukuoka,4
배인우,26,other,incheon,saporo,56
설재은,39,business,jeju,tokyo,28
심주은,18,tourism,busan,tokyo,20
갈하음,37,business,busan,fukuoka,18
안로이,15,business,incheon,osaka,12
변하윤,16,tourism,busan,tokyo,16
견온유,0,other,incheon,saporo,72
모유성,70,other,busan,fukuoka,36
당재희,62,business,jeju,fukuoka,58
맹승연,46,tourism,gimpo,saporo,42
윤태건,49,other,gimpo,fukuoka,44
양승호,80,other,jeju,fukuoka,56
구윤우,29,business,gimpo,osaka,67
맹다원,26,tourism,gimpo,saporo,4
간하율,47,other,gimpo,tokyo,71
석태리,35,tourism,incheon,fukuoka,21
라현아,31,business,busan,saporo,44
추승찬,51,business,gimpo,saporo,77
구나경,70,business,incheon,fukuoka,8
형도겸,57,other,busan,fukuoka,74
허지아,34,business,gimpo,saporo,68
육예진,18,business,gimpo,fukuoka,88
단소현,14,other,busan,tokyo,6
남우진,76,business,busan,osaka,87
봉하늘,0,other,incheon,osaka,81
은다원,13,business,busan,tokyo,81
최수민,51,business,incheon,tokyo,30
어윤주,20,tourism,gimpo,fukuoka,14
감승아,14,tourism,jeju,fukuoka,46
국하늘,36,business,incheon,fukuoka,21
제은솔,1,business,incheon,osaka,41
시다온,71,business,busan,osaka,53
형서하,12,business,gimpo,fukuoka,21
박시안,79,other,busan,fukuoka,1
빈주원,4,tourism,busan,fukuoka,54
채세연,4,business,incheon,tokyo,51
태라온,70,tourism,busan,tokyo,87
신소정,4,other,gimpo,fukuoka,39
강은재,23,tourism,jeju,fukuoka,52
기효린,20,other,gimpo,tokyo,66
명하람,49,tourism,jeju,fukuoka,64
오연수,32,business,jeju,fukuoka,9
예현승,27,other,jeju,tokyo,38
현하성,67,other,incheon,tokyo,24
당시윤,73,business,busan,saporo,30
최영준,18,other,busan,fukuoka,61
예성우,48,tourism,jeju,osaka,38
간가람,69,tourism,jeju,tokyo,80
음연재,19,business,busan,fukuoka,16
탁규리,38,business,gimpo,saporo,56
최하윤,2,tourism,incheon,saporo,38
온이든,17,business,busan,fukuoka,54
예정은,33,tourism,gimpo,osaka,6
함도원,77,other,jeju,tokyo,27
석세인,34,other,incheon,fukuoka,14
봉아영,23,tourism,jeju,saporo,27
온소영,76,tourism,gimpo,tokyo,25
한은수,36,business,busan,fukuoka,78
남도연,22,business,gimpo,tokyo,48
단은혁,77,business,incheon,saporo,85
강찬희,29,other,incheon,tokyo,10
추서율,47,other,incheon,tokyo,11
원나연,50,other,incheon,tokyo,87
안민혁,67,business,incheon,tokyo,19
명현,19,other,jeju,osaka,8
곽유현,80,business,incheon,saporo,21
호채빈,63,tourism,jeju,saporo,50
길소담,52,other,incheon,saporo,3
서현진,73,other,jeju,fukuoka,31
임은솔,66,tourism,busan,osaka,12
류소민,10,other,incheon,fukuoka,38
허윤지,18,business,incheon,osaka,35
상동하,13,other,busan,fukuoka,90
견지율,9,business,jeju,fukuoka,75
육유림,42,other,jeju,fukuoka,78
길승빈,22,business,jeju,fukuoka,42
맹건후,26,other,incheon,saporo,84
좌서린,64,tourism,busan,saporo,62
여현아,63,other,jeju,fukuoka,45
윤라온,47,tourism,busan,saporo,34
윤서진,64,tourism,jeju,fukuoka,85
빈동훈,34,other,incheon,tokyo,1
배다은,80,tourism,busan,fukuoka,35
가채윤,17,business,jeju,tokyo,44
소윤진,0,business,busan,tokyo,64
안예주,50,other,incheon,saporo,54
위수지,50,tourism,incheon,tokyo,34
사정현,79,tourism,busan,fukuoka,54
복강민,34,other,busan,osaka,26
백유경,61,tourism,jeju,tokyo,44
도소민,37,other,jeju,tokyo,42
한주원,53,tourism,jeju,fukuoka,28
육재윤,31,other,jeju,saporo,51
손승훈,8,business,busan,osaka,79
성민찬,8,other,jeju,tokyo,61
서우찬,73,other,busan,osaka,74
승시현,17,other,gimpo,saporo,81
탁민경,80,other,busan,tokyo,11
은채민,60,business,gimpo,saporo,63
소하린,23,business,gimpo,tokyo,12
봉예성,40,business,incheon,saporo,55
한윤우,66,other,incheon,saporo,67
당유이,30,other,jeju,saporo,58
간재우,80,tourism,gimpo,saporo,23
도윤재,22,business,busan,tokyo,66
박시안,11,tourism,jeju,saporo,25
나하나,51,tourism,busan,saporo,24
최재민,28,other,gimpo,tokyo,61
지준현,67,other,busan,osaka,13
변은혁,68,tourism,incheon,tokyo,36
김서진,22,other,busan,tokyo,66
구지우,0,other,gimpo,fukuoka,1
정라윤,35,business,incheon,fukuoka,30
목하랑,14,other,busan,fukuoka,33
어강우,55,other,busan,osaka,44
이시현,79,business,gimpo,osaka,82
위동건,46,tourism,incheon,osaka,10
설승연,60,business,gimpo,osaka,72
용재민,80,other,busan,tokyo,6
좌주호,21,tourism,gimpo,fukuoka,35
은예원,69,other,busan,fukuoka,80
채민준,17,tourism,busan,tokyo,9
당라엘,9,business,incheon,osaka,33
두우영,63,tourism,incheon,fukuoka,86
하성준,28,other,incheon,osaka,31
배하음,72,tourism,incheon,osaka,78
강은우,73,tourism,gimpo,fukuoka,13
신진호,56,tourism,jeju,fukuoka,50
감연준,7,tourism,busan,osaka,9
고보경,61,other,jeju,osaka,86
서건희,33,business,incheon,osaka,43
안상윤,17,business,gimpo,saporo,4
부준현,25,business,jeju,tokyo,88
민아준,23,business,jeju,tokyo,31
차아준,14,tourism,gimpo,tokyo,16
공서원,32,business,gimpo,saporo,7
편진우,80,other,jeju,osaka,43
형서하,61,business,incheon,saporo,34
예세희,6,other,incheon,osaka,84
팽현성,26,business,busan,saporo,23
임수지,30,other,busan,tokyo,49
형소현,16,tourism,jeju,osaka,38
육서희,14,other,jeju,tokyo,59
조지후,75,other,gimpo,fukuoka,36
반준희,33,other,jeju,tokyo,7
윤다솜,47,tourism,jeju,fukuoka,59
인유림,1,business,busan,osaka,34
마시윤,60,other,busan,fukuoka,33
김민찬,45,tourism,busan,tokyo,56
여하은,51,tourism,incheon,saporo,80
나주영,39,tourism,jeju,osaka,21
갈유진,56,business,gimpo,saporo,33
현연수,23,tourism,busan,osaka,76
호소미,31,other,gimpo,fukuoka,20
김시율,79,tourism,gimpo,osaka,32
백민호,15,other,jeju,fukuoka,68
